Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
South Africa;26-35;Female;Employed part time;Small business owner/employee;Yes;Cleaner;N/A;Yes;Don't know;0-5000;1;Increased a lot;Yes;Don't know;Savings;More concerned;4;0-5000;Home Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Other;More concerned;5;0-5000;Food;School fees;Yes;No;No;No;Yes;No;No;No;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed part time;Healthcare;No;N/A;N/A;Yes;Yes;0-5000;1;Decreased a bit;Yes;1 month;Savings;More concerned;5;10001-20000;Food;Credit card;Yes;No;No;No;No;No;No;Yes;Yes;Increased;Yes;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;4;0-5000;Rent;Food;Yes;No;No;No;Yes;No;No;No;Yes;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;Yes;No;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed part time;Healthcare;No;N/A;N/A;Yes;Yes;0-5000;1;Decreased a bit;Yes;1 month;Savings;More concerned;5;0-5000;Food;Other;Yes;No;No;No;Yes;No;No;No;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Large business;No;N/A;N/A;Yes;Yes;0-5000;1;Decreased a bit;Yes;< a month;Loan/ Credit;More concerned;5;0-5000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
South Africa;26-35;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;Increased a bit;Yes;2-4 months;Salary/income;Less concerned;3;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Loan/ Credit;More concerned;5;5001-10000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;Yes;No;0-5000;1;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;Yes;No;No;No;No;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;5001-10000;Medical account;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed part time;Small business owner/employee;Yes;Construction/mechanic/electrician;Assembler;No-I’m still able to work;N/A;0-5000;1;No change;Yes;< a month;Salary/income;More concerned;4;0-5000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;Less concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Savings;More concerned;5;0-5000;Food;Credit card;Yes;No;No;No;Yes;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Other;No;N/A;Working for NGO;Yes;Don't know;10001-20000;3;Decreased a lot;Yes;< a month;Savings;More concerned;5;5001-10000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Employed part time;Educator;No;N/A;N/A;Yes;Don't know;0-5000;1;Decreased a bit;Yes;< a month;Savings;More concerned;5;0-5000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;2;0-5000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Not sure;;
South Africa;18-25;Male;Employed part time;Other;Yes;Entrepreneur;Life couching;Yes;Yes;0-5000;1;No change;Yes;< a month;Salary/income;More concerned;3;0-5000;Food;School fees;Yes;No;No;No;Yes;No;No;No;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed full time;Small business owner/employee;Yes;Childcare;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a bit;Yes;2-4 months;Salary/income;No change;3;5001-10000;Rent;Other;Yes;No;No;Yes;No;No;No;No;No;Don't know;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;5001-10000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed full time;Small business owner/employee;Yes;Cleaner;N/A;Yes;Yes;5001- 10000;2;Decreased a bit;Yes;< a month;Salary/income;No change;1;40001-60000;Vehicle Loan;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Food service;N/A;Yes;Don't know;10001-20000;3;Decreased a lot;Yes;< a month;Other;More concerned;5;10001-20000;School fees;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;5001-10000;Rent;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Other;;
South Africa;36+;Female;Employed part time;Other;Yes;Seller;Selling;Yes;Yes;0-5000;1;Decreased a lot;Yes;Don't know;Other;Less concerned;5;10001-20000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
South Africa;26-35;Male;Employed full time;Government;No;N/A;N/A;Yes;No;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;5;0-5000;Home Loan;Rent;Yes;Yes;No;No;No;No;No;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Self-employed;N/A;Yes;Childcare;N/A;Yes;Yes;5001- 10000;2;Decreased a lot;Yes;2-4 months;Loan/ Credit;More concerned;3;5001-10000;Food;School fees;Yes;No;Yes;No;No;No;No;No;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;20001- 40000;4;No change;Yes;Don't know;Loan/ Credit;Less concerned;5;60001+;Medical account;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;2;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;20001- 40000;4;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;No-I’m still able to work;N/A;5001- 10000;2;Decreased a lot;Yes;2-4 months;Savings;More concerned;5;5001-10000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;10001-20000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-5000;1;No change;Yes;Don't know;Salary/income;No change;4;5001-10000;Home Loan;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;5001-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Small business owner/employee;No;Other;Marketing;Yes;Yes;5001- 10000;2;Decreased a lot;Yes;Don't know;Salary/income;More concerned;5;5001-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;3;0-5000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-5000;Rent;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;3;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Yes;No;No;No;No;No;No;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;18-25;Male;Employed part time;Small business owner/employee;Yes;Cleaner;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;4;5001-10000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Reopening the economy;;
South Africa;36+;Female;Employed part time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;No change;Yes;Don't know;Salary/income;More concerned;5;5001-10000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed part time;Small business owner/employee;Yes;Hair/Skin/Nail services;N/A;Yes;No;0-5000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;5;5001-10000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Other;Less concerned;5;0-5000;Credit card;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Savings;More concerned;5;0-5000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;5001- 10000;2;Decreased a lot;Yes;2-4 months;Loan/ Credit;More concerned;5;5001-10000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Reopening the economy;;
South Africa;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-5000;Rent;School fees;Yes;No;No;No;No;No;No;Yes;No;Decreased;Yes;Reopening the economy;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Other;Not sure;Food service;Restaurant manager;Yes;No;10001-20000;3;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;5;10001-20000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;Less concerned;1;0-5000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Other;Yes;Mining;MINING;No-I’m still able to work;N/A;0-5000;1;Decreased a bit;Yes;Don't know;Salary/income;More concerned;5;0-5000;Rent;Other;Yes;No;No;No;No;No;Yes;No;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;Yes;No;0-5000;1;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;1;0-5000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;1;0-5000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Government;No;N/A;N/A;Yes;Yes;5001- 10000;2;No change;Yes;< a month;Salary/income;Less concerned;5;0-5000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;10001-20000;3;No change;Yes;5+ months;Salary/income;More concerned;5;20001-40000;Rent;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
South Africa;26-35;Female;Employed full time;Small business owner/employee;Not sure;Other;Librarian;No-I’m still able to work;N/A;5001- 10000;2;No change;Yes;Don't know;Salary/income;More concerned;4;5001-10000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;Less concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Small business owner/employee;Yes;Seller;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;2-4 months;Savings;More concerned;1;0-5000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;No change;1;0-5000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a bit;Yes;< a month;Savings;More concerned;5;5001-10000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;Less concerned;2;5001-10000;School fees;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Food;Other;Yes;No;Yes;No;No;No;No;No;Yes;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Not sure;Construction/mechanic/electrician;Engineering;Yes;Yes;0-5000;1;No change;Yes;< a month;Salary/income;No change;5;5001-10000;Food;Home Loan;Yes;No;No;No;Yes;No;No;No;No;Don't know;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;5;0-5000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Savings;More concerned;5;0-5000;Food;School fees;Yes;No;No;Yes;No;No;No;No;No;Increased;Yes;Not sure;;
South Africa;36+;Female;Self-employed;N/A;Yes;Childcare;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a bit;Yes;< a month;Salary/income;No change;5;0-5000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Small business owner/employee;Yes;Transportation;N/A;No-I’m still able to work;N/A;0-5000;1;Decreased a lot;Yes;2-4 months;Salary/income;More concerned;5;10001-20000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Other;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Not sure;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;4;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed part time;Government;No;N/A;N/A;Yes;Don't know;0-5000;1;Decreased a lot;Yes;< a month;Savings;More concerned;3;10001-20000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;No;No;Yes;No;No;No;No;Yes;Don't know;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;5001- 10000;2;No change;Yes;2-4 months;Salary/income;More concerned;5;10001-20000;Home Loan;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Employed part time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;0-5000;1;Increased a bit;Yes;< a month;Savings;No change;1;0-5000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Small business owner/employee;Yes;Seller;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;1 month;Savings;Less concerned;5;5001-10000;Food;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-5000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;No change;1;0-5000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;36+;Male;Employed full time;Large business;No;N/A;N/A;Yes;Don't know;10001-20000;3;Decreased a lot;Yes;2-4 months;Salary/income;More concerned;5;5001-10000;Home Loan;School fees;Yes;No;No;No;Yes;No;No;No;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Reopening the economy;;
South Africa;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;36+;Female;Employed part time;Large business;No;N/A;N/A;Yes;Don't know;0-5000;1;Decreased a lot;Yes;Don't know;Salary/income;More concerned;5;0-5000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don't know;No;Reopening the economy;;
South Africa;18-25;Male;Self-employed;N/A;Yes;Seller;N/A;Yes;No;0-5000;1;Decreased a lot;Yes;2-4 months;Savings;Less concerned;4;20001-40000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
South Africa;26-35;Female;Employed part time;Healthcare;No;N/A;N/A;Yes;Don't know;10001-20000;3;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Loan/ Credit;More concerned;5;20001-40000;Credit card;Food;Yes;No;No;No;Yes;No;No;No;No;Decreased;Yes;Protecting people from COVID-19;;
South Africa;36+;Female;Other;N/A;;N/A;Sewing;No-I’m still able to work;N/A;0-5000;1;No change;Yes;< a month;Salary/income;More concerned;5;0-5000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
South Africa;26-35;Male;Employed full time;Healthcare;No;N/A;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;< a month;Loan/ Credit;Less concerned;5;10001-20000;School fees;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
South Africa;18-25;Female;Employed part time;Other;Yes;Entrepreneur;Freelance transcribing;No-I’m still able to work;N/A;0-5000;1;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
South Africa;26-35;Female;Employed part time;Small business owner/employee;Yes;Agriculture;N/A;No-I’m still able to work;N/A;20001- 40000;4;No change;Yes;< a month;Savings;More concerned;3;10001-20000;Rent;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
South Africa;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don't know;Loan/ Credit;More concerned;5;0-5000;Rent;Food;Yes;No;No;Yes;No;No;No;No;Yes;Increased;Yes;Reopening the economy;;
South Africa;36+;Male;Employed part time;Small business owner/employee;Yes;Cleaner;N/A;Yes;No;0-5000;1;Decreased a lot;Yes;1 month;Savings;More concerned;5;0-5000;Rent;Credit card;Yes;Yes;No;No;No;No;No;No;No;Decreased;No;Reopening the economy;;
South Africa;36+;Female;Self-employed;N/A;Yes;Seller;N/A;Yes;Yes;0-5000;1;Decreased a lot;Yes;2-4 months;Loan/ Credit;No change;4;5001-10000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don't know;No;Protecting people from COVID-19;;
South Africa;36+;Male;Employed full time;Other;Yes;Construction/mechanic/electrician;Fix electric appliance;Yes;Don't know;0-5000;1;Decreased a lot;Yes;Don't know;Other;More concerned;1;5001-10000;School fees;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
